登録番号	用途	農薬の種類	農薬の名称	略称	作物名	適用場所	適用病害虫雑草名	使用目的	希釈倍数使用量	散布液量	使用時期	本剤の使用回数	使用方法	くん蒸時間	くん蒸温度	適用土壌	適用地帯名	適用農薬名	混合数	有効成分①を含む農薬の総使用回数	有効成分②を含む農薬の総使用回数	有効成分③を含む農薬の総使用回数	有効成分④を含む農薬の総使用回数	有効成分⑤を含む農薬の総使用回数
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	水田作物(水田畦畔)	水田畦畔	多年生雑草		500～1000mL/10a	50～100㍑/10a	収穫14日前まで(雑草生育期:草丈30cm以下)	2回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	水田作物(水田刈跡)	水田刈跡	一年生雑草		250～500mL/10a	50～100㍑/10a	雑草生育期	1回	雑草茎葉散布						1	1回				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	水田作物(水田刈跡)	水田刈跡	多年生雑草		500～1000mL/10a	50～100㍑/10a	雑草生育期	1回	雑草茎葉散布						1	1回				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	水田作物(水稲を除く)	-	一年生雑草		250～500mL/10a	50～100㍑/10a	耕起20～10日前まで(雑草生育期)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	移植水稲	-	一年生雑草		250～500mL/10a	50～100㍑/10a	耕起20～10日前まで(雑草生育期)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	直播水稲	-	一年生雑草		250～500mL/10a	50～100㍑/10a	耕起20～10日前まで(雑草生育期)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	麦類(小麦を除く)	-	一年生雑草		250～500mL/10a	50～100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	3回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	小麦	-	一年生雑草		250～500mL/10a	50～100㍑/10a	耕起7日前まで(雑草生育期)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	小麦	-	多年生雑草		500～750mL/10a	50～100㍑/10a	耕起7日前まで(雑草生育期)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	雑穀類	-	一年生雑草		250～500mL/10a	50～100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	野菜類(だいこん､えだまめ､ねぎ､たまねぎ､ﾄﾏﾄ､きゅうり､なす､ｱｽﾊﾟﾗｶﾞｽ､ｵﾘｰﾌﾞ(葉)､しゃくやく(薬用)､たらのき､びわ(葉)､ほうれんそう､ﾚﾀｽ､とうがらし類､にんじん､ﾋﾟｰﾏﾝ､薬用にんじんを除く)	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	1回				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	とうがらし類	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	にんじん	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	ﾋﾟｰﾏﾝ	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	だいこん	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	ｱｽﾊﾟﾗｶﾞｽ	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	ｵﾘｰﾌﾞ(葉)	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	しゃくやく(薬用)	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	たらのき	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	びわ(葉)	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	ほうれんそう	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	ﾚﾀｽ	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	ﾄﾏﾄ	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	きゅうり	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	なす	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	薬用にんじん	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	1回	雑草茎葉散布						1	10回以内(1年間に2回以内)				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	ねぎ	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	3回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	ねぎ	-	一年生雑草		250～500mL/10a	少量散布25～50㍑/10a	耕起7日前まで(雑草生育期)	3回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	たまねぎ	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	3回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	たまねぎ	-	一年生雑草		250～500mL/10a	少量散布25～50㍑/10a	耕起又は定植7日前まで(雑草生育期:草丈30cm以下)	3回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	えだまめ	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起7日前まで(雑草生育期:草丈30cm以下)	3回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	えだまめ	-	一年生雑草		250～500mL/10a	少量散布25～50㍑/10a	は種後出芽前(雑草生育期:草丈30cm以下)	3回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	豆類(種実､ただし､だいず､らっかせいを除く)	-	一年生雑草		250～500mL/10a	少量散布25～50㍑/10a	耕起前又はは種前まで(雑草生育期)	2回以内	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	だいず	-	一年生雑草		250～500mL/10a	少量散布25～50㍑/10a	は種10日以前(雑草生育期)	2回以内	雑草茎葉散布						1	4回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	だいず	-	一年生雑草		250～500mL/10a	少量散布25～50㍑/10a	は種後出芽前まで(雑草生育期:草丈30cm以下)	2回以内	雑草茎葉散布						1	4回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	かんしょ	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起前(雑草生育期)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	いも類(かんしょを除く)	-	一年生雑草		250～500mL/10a	100㍑/10a	耕起前又は植付前まで(雑草生育期：草丈30cm以下)	1回	雑草茎葉散布						1	1回				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	茶	-	一年生雑草		250～500mL/10a	少量散布25～50㍑/10a	摘採7日前まで(雑草生育期)	1回	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	さとうきび	圃場内の周縁部	一年生雑草		250～500mL/10a	少量散布25～50㍑/10a	収穫30日前まで(雑草生育期)	1回	雑草茎葉散布						1	6回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	さとうきび	圃場内の周縁部	多年生雑草		500～1000mL/10a	少量散布25～50㍑/10a	収穫30日前まで(雑草生育期)	1回	雑草茎葉散布						1	6回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	飼料用とうもろこし	-	一年生及び多年生雑草		250～500mL/10a	50～100㍑/10a	耕起前又はは種前まで(雑草生育期：草丈30cm以下)	2回以内	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	飼料用とうもろこし	-	一年生及び多年生雑草		250～500mL/10a	50～100㍑/10a	は種後出芽前まで(雑草生育期：草丈30cm以下)	2回以内	雑草茎葉散布						1	2回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	牧草	牧野､草地(更新･造成)	一年生雑草		250～500mL/10a	50㍑/10a	更新･造成の10日以前(雑草生育期)	2回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	牧草	牧野､草地(更新･造成)	多年生雑草		500～1000mL/10a	50㍑/10a	更新･造成の10日以前(雑草生育期)	2回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	牧草	牧野､草地(更新･造成)	一年生及び多年生雑草		250～500mL/10a	50㍑/10a	は種10日前～は種当日(耕起整地後)(雑草発生揃期)	2回以内	雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	林木	造林地(地ごしらえ)	ｽｽｷ､ｻｻ類等の多年生雑草		1000mL/10a	30㍑/10a	生育盛期以降(夏～秋期)	1回	雑草木茎葉散布						1	1回				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	林木	造林地(地ごしらえ)	落葉雑かん木		1000mL/10a	30㍑/10a	生育盛期以降(夏～秋期)	1回	雑草木茎葉散布						1	1回				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	つつじ類	-	一年生雑草		250～500mL/10a	50～100㍑/10a	雑草生育期(草丈30cm以下)	4回以内	雑草茎葉散布						1	4回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､のり面､鉄道等	一年生雑草		500mL/10a	100㍑/10a	雑草生育期(草丈30cm以下)	3回以内	植栽地を除く樹木等の周辺地に雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､のり面､鉄道等	多年生雑草		1000mL/10a	100㍑/10a	雑草生育期(草丈30cm以下)	3回以内	植栽地を除く樹木等の周辺地に雑草茎葉散布						1	3回以内				
20998	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾊｰﾌﾞ･ﾆｰﾄ液剤	ﾌｫﾜｰﾄﾞ	樹木等	公園､庭園､堤とう､駐車場､道路､運動場､宅地､のり面､鉄道等	ｽｷﾞﾅ		2000mL/10a	50～100㍑/10a	雑草生育期	3回以内	植栽地を除く樹木等の周辺地に雑草茎葉散布						1	3回以内				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲(箱育苗)		ばか苗病		50倍		は種時覆土前	-	育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り100mLを散布						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲(箱育苗)		もみ枯細菌病		200倍		は種時覆土前	-	育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り500mLを散布						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		ばか苗病		200倍		浸種前～催芽前	-	24～48時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		もみ枯細菌病		200倍		浸種前～催芽前	-	24～48時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		苗立枯細菌病		200倍		浸種前～催芽前	-	24～48時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		いもち病		200倍		浸種前～催芽前	-	24～48時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		苗立枯病(ﾘｿﾞｰﾌﾟｽ菌)		200倍		浸種前～催芽前	-	24～48時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		ごま葉枯病		200倍		浸種前～催芽前	-	24～48時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		ばか苗病		200倍		催芽時	-	24時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		もみ枯細菌病		200倍		催芽時	-	24時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		苗立枯細菌病		200倍		催芽時	-	24時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		いもち病		200倍		催芽時	-	24時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		苗立枯病(ﾘｿﾞｰﾌﾟｽ菌)		200倍		催芽時	-	24時間種子浸漬						1	-				
21009	殺菌剤	ﾄﾘｺﾃﾞﾙﾏ ｱﾄﾛﾋﾞﾘﾃﾞ水和剤	ｴｺﾎｰﾌﾟ	ｸﾐｱｲ化学	稲		ごま葉枯病		200倍		催芽時	-	24時間種子浸漬						1	-				
21013	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾓﾝｻﾝﾄﾗｳﾝﾄﾞｱｯﾌﾟ	日本ﾓﾝｻﾝﾄ	かんきつ	-	一年生及び多年生雑草		3～6倍	3～6㍑/10a	収穫7日前まで(雑草生育期)	3回以内	雑草茎葉塗布						1	5回以内				
21013	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾓﾝｻﾝﾄﾗｳﾝﾄﾞｱｯﾌﾟ	日本ﾓﾝｻﾝﾄ	果樹類(かんきつ､ﾊﾟｲﾅｯﾌﾟﾙを除く)	-	ｽｷﾞﾅ		2000mL/10a	少量散布25～50㍑/10a	収穫7日前まで(雑草生育盛期)	3回以内	雑草木茎葉散布						1	3回以内				
21013	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾓﾝｻﾝﾄﾗｳﾝﾄﾞｱｯﾌﾟ	日本ﾓﾝｻﾝﾄ	果樹類(かんきつ､ﾊﾟｲﾅｯﾌﾟﾙを除く)	-	一年生雑草		250～500mL/10a	通常散布50～100㍑/10a少量散布25～50㍑/10a	収穫7日前まで(雑草生育期)	3回以内	雑草木茎葉散布						1	3回以内				
21013	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾓﾝｻﾝﾄﾗｳﾝﾄﾞｱｯﾌﾟ	日本ﾓﾝｻﾝﾄ	りんご	-	一年生及び多年生雑草		3～6倍	3～6㍑/10a	収穫7日前まで(雑草生育期)	3回以内	雑草茎葉塗布						1	3回以内				
21013	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾓﾝｻﾝﾄﾗｳﾝﾄﾞｱｯﾌﾟ	日本ﾓﾝｻﾝﾄ	果樹類(かんきつ､ﾊﾟｲﾅｯﾌﾟﾙを除く)	-	多年生雑草		500～1000mL/10a	通常散布50～100㍑/10a少量散布25～50㍑/10a	収穫7日前まで(雑草生育期)	3回以内	雑草木茎葉散布						1	3回以内				
21013	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾓﾝｻﾝﾄﾗｳﾝﾄﾞｱｯﾌﾟ	日本ﾓﾝｻﾝﾄ	なし	-	一年生及び多年生雑草		3～6倍	3～6㍑/10a	収穫7日前まで(雑草生育期)	3回以内	雑草茎葉塗布						1	3回以内				
21013	除草剤	ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩液剤	ﾓﾝｻﾝﾄﾗｳﾝﾄﾞｱｯﾌﾟ	日本ﾓﾝｻﾝﾄ	果樹類(かんきつ､ﾊﾟｲﾅｯﾌﾟﾙを除く)	-	つる性多年生雑草		1000mL/10a	通常散布50～100㍑/10a少量散布25～50㍑/10a	夏～秋期 但し､収穫7日前まで(生育盛期以降)	3回以内	雑草木茎葉散布						1	3回以内				
